yoji,kanji,parts,yomi
岡目八目,八,2,おかめはちもく
岡目八目,目,5,おかめはちもく
開源節流,開,12,かいげんせつりゅう
開源節流,源,13,かいげんせつりゅう
開源節流,節,13,かいげんせつりゅう
開源節流,流,10,かいげんせつりゅう
感恩報謝,感,13,かんおんほうしゃ
感恩報謝,恩,10,かんおんほうしゃ
感恩報謝,報,12,かんおんほうしゃ
感恩報謝,謝,17,かんおんほうしゃ
感恩戴徳,感,13,かんおんたいとく
感恩戴徳,恩,10,かんおんたいとく
感恩戴徳,戴,17,かんおんたいとく
感恩戴徳,徳,14,かんおんたいとく
呵呵大笑,呵,8,かかたいしょう
呵呵大笑,呵,8,かかたいしょう
呵呵大笑,大,3,かかたいしょう
呵呵大笑,笑,10,かかたいしょう
火牛之計,火,4,かぎゅうのけい
火牛之計,牛,4,かぎゅうのけい
火牛之計,之,3,かぎゅうのけい
火牛之計,計,9,かぎゅうのけい
頑廉懦立,頑,13,がんれんだりつ
頑廉懦立,廉,13,がんれんだりつ
頑廉懦立,懦,17,がんれんだりつ
頑廉懦立,立,5,がんれんだりつ
冠履倒易,冠,9,かんりとうえき
冠履倒易,履,15,かんりとうえき
冠履倒易,倒,10,かんりとうえき
冠履倒易,易,8,かんりとうえき
感奮興起,感,13,かんぷんこうき
感奮興起,奮,16,かんぷんこうき
感奮興起,興,16,かんぷんこうき
感奮興起,起,10,かんぷんこうき
勧百諷一,勧,13,かんぴゃくふういつ
勧百諷一,百,6,かんぴゃくふういつ
勧百諷一,諷,16,かんぴゃくふういつ
勧百諷一,一,1,かんぴゃくふういつ
銜尾相随,銜,14,かんびそうずい
銜尾相随,尾,7,かんびそうずい
銜尾相随,相,9,かんびそうずい
銜尾相随,随,12,かんびそうずい
汗馬之労,汗,6,かんばのろう
汗馬之労,馬,10,かんばのろう
汗馬之労,之,3,かんばのろう
汗馬之労,労,7,かんばのろう
甘棠之愛,甘,5,かんとうのあい
甘棠之愛,棠,12,かんとうのあい
甘棠之愛,之,3,かんとうのあい
甘棠之愛,愛,13,かんとうのあい
管中窺豹,管,14,かんちゅうきひょう
管中窺豹,中,4,かんちゅうきひょう
管中窺豹,窺,16,かんちゅうきひょう
管中窺豹,豹,10,かんちゅうきひょう
奸智術数,奸,6,かんちじゅっすう
奸智術数,智,12,かんちじゅっすう
奸智術数,術,11,かんちじゅっすう
奸智術数,数,13,かんちじゅっすう
邯鄲之歩,邯,8,かんたんのほ
邯鄲之歩,鄲,15,かんたんのほ
邯鄲之歩,之,3,かんたんのほ
邯鄲之歩,歩,8,かんたんのほ
干戚羽旄,干,3,かんせきうぼう
干戚羽旄,戚,11,かんせきうぼう
干戚羽旄,羽,6,かんせきうぼう
干戚羽旄,旄,10,かんせきうぼう
坎井之蛙,坎,7,かんせいのあ
坎井之蛙,井,4,かんせいのあ
坎井之蛙,之,3,かんせいのあ
坎井之蛙,蛙,12,かんせいのあ
甘井先竭,甘,5,かんせいせんけつ
甘井先竭,井,4,かんせいせんけつ
甘井先竭,先,6,かんせいせんけつ
甘井先竭,竭,14,かんせいせんけつ
玩人喪徳,玩,8,がんじんそうとく
玩人喪徳,人,2,がんじんそうとく
玩人喪徳,喪,12,がんじんそうとく
玩人喪徳,徳,14,がんじんそうとく
顔常山舌,顔,18,がんじょうざんのした
顔常山舌,常,11,がんじょうざんのした
顔常山舌,山,3,がんじょうざんのした
顔常山舌,舌,6,がんじょうざんのした
含沙射影,含,7,がんしゃせきえい
含沙射影,沙,7,がんしゃせきえい
含沙射影,射,10,がんしゃせきえい
含沙射影,影,15,がんしゃせきえい
岸芷汀蘭,岸,8,がんしていらん
岸芷汀蘭,芷,7,がんしていらん
岸芷汀蘭,汀,5,がんしていらん
岸芷汀蘭,蘭,19,がんしていらん
寒山拾得,寒,12,かんざんじっとく
寒山拾得,山,3,かんざんじっとく
寒山拾得,拾,9,かんざんじっとく
寒山拾得,得,11,かんざんじっとく
翫歳愒日,翫,15,がんさいかいじつ
翫歳愒日,歳,13,がんさいかいじつ
翫歳愒日,愒,12,がんさいかいじつ
翫歳愒日,日,4,がんさいかいじつ
寒江独釣,寒,12,かんこうどくちょう
寒江独釣,江,6,かんこうどくちょう
寒江独釣,独,9,かんこうどくちょう
寒江独釣,釣,11,かんこうどくちょう
歓欣鼓舞,歓,15,かんきんこぶ
歓欣鼓舞,欣,8,かんきんこぶ
歓欣鼓舞,鼓,13,かんきんこぶ
歓欣鼓舞,舞,15,かんきんこぶ
管窺蠡測,管,14,かんきれいそく
管窺蠡測,窺,16,かんきれいそく
管窺蠡測,蠡,21,かんきれいそく
管窺蠡測,測,12,かんきれいそく
歓喜抃舞,歓,15,かんきべんぶ
歓喜抃舞,喜,12,かんきべんぶ
歓喜抃舞,抃,7,かんきべんぶ
歓喜抃舞,舞,15,かんきべんぶ
官官接待,官,8,かんかんせったい
官官接待,官,8,かんかんせったい
官官接待,接,11,かんかんせったい
官官接待,待,9,かんかんせったい
寒巌枯木,寒,12,かんがんこぼく
寒巌枯木,巌,20,かんがんこぼく
寒巌枯木,枯,9,かんがんこぼく
寒巌枯木,木,4,かんがんこぼく
緩歌慢舞,緩,15,かんかまんぶ
緩歌慢舞,歌,14,かんかまんぶ
緩歌慢舞,慢,14,かんかまんぶ
緩歌慢舞,舞,15,かんかまんぶ
頷下之珠,頷,16,がんかのしゅ
頷下之珠,下,3,がんかのしゅ
頷下之珠,之,3,がんかのしゅ
頷下之珠,珠,10,がんかのしゅ
含牙戴角,含,7,がんがたいかく
含牙戴角,牙,4,がんがたいかく
含牙戴角,戴,17,がんがたいかく
含牙戴角,角,7,がんがたいかく
干戈倥偬,干,3,かんかこうそう
干戈倥偬,戈,4,かんかこうそう
干戈倥偬,倥,10,かんかこうそう
干戈倥偬,偬,11,かんかこうそう
韓海蘇潮,韓,18,かんかいそちょう
韓海蘇潮,海,9,かんかいそちょう
韓海蘇潮,蘇,19,かんかいそちょう
韓海蘇潮,潮,15,かんかいそちょう
含英咀華,含,7,がんえいしょか
含英咀華,英,8,がんえいしょか
含英咀華,咀,8,がんえいしょか
含英咀華,華,10,がんえいしょか
含飴弄孫,含,7,がんいろうそん
含飴弄孫,飴,14,がんいろうそん
含飴弄孫,弄,7,がんいろうそん
含飴弄孫,孫,10,がんいろうそん
銜哀致誠,銜,14,がんあいちせい
銜哀致誠,哀,9,がんあいちせい
銜哀致誠,致,10,がんあいちせい
銜哀致誠,誠,13,がんあいちせい
河梁之吟,河,8,かりょうのぎん
河梁之吟,梁,11,かりょうのぎん
河梁之吟,之,3,かりょうのぎん
河梁之吟,吟,7,かりょうのぎん
下陵上替,下,3,かりょうじょうたい
下陵上替,陵,11,かりょうじょうたい
下陵上替,上,3,かりょうじょうたい
下陵上替,替,12,かりょうじょうたい
烏之雌雄,烏,10,からすのしゆう
烏之雌雄,之,3,からすのしゆう
烏之雌雄,雌,14,からすのしゆう
烏之雌雄,雄,12,からすのしゆう
瓜剖豆分,瓜,6,かぼうとうぶん
瓜剖豆分,剖,10,かぼうとうぶん
瓜剖豆分,豆,7,かぼうとうぶん
瓜剖豆分,分,4,かぼうとうぶん
瓦釜雷鳴,瓦,5,がふらいめい
瓦釜雷鳴,釜,10,がふらいめい
瓦釜雷鳴,雷,13,がふらいめい
瓦釜雷鳴,鳴,14,がふらいめい
禍福無門,禍,13,かふくむもん
禍福無門,福,13,かふくむもん
禍福無門,無,12,かふくむもん
禍福無門,門,8,かふくむもん
禍福糾纆,禍,13,かふくきゅうぼく
禍福糾纆,福,13,かふくきゅうぼく
禍福糾纆,糾,9,かふくきゅうぼく
禍福糾纆,纆,21,かふくきゅうぼく
家貧孝子,家,10,かひんこうし
家貧孝子,貧,11,かひんこうし
家貧孝子,孝,7,かひんこうし
家貧孝子,子,3,かひんこうし
過庭之訓,過,12,かていのおしえ
過庭之訓,庭,10,かていのおしえ
過庭之訓,之,3,かていのおしえ
過庭之訓,訓,10,かていのおしえ
華亭鶴唳,華,10,かていかくれい
華亭鶴唳,亭,9,かていかくれい
華亭鶴唳,鶴,21,かていかくれい
華亭鶴唳,唳,10,かていかくれい
刮目相待,刮,8,かつもくそうたい
刮目相待,目,5,かつもくそうたい
刮目相待,相,9,かつもくそうたい
刮目相待,待,9,かつもくそうたい
活剥生呑,活,9,かっぱくせいどん
活剥生呑,剥,10,かっぱくせいどん
活剥生呑,生,5,かっぱくせいどん
活剥生呑,呑,7,かっぱくせいどん
豁達大度,豁,17,かったつたいど
豁達大度,達,12,かったつたいど
豁達大度,大,3,かったつたいど
豁達大度,度,9,かったつたいど
割鶏牛刀,割,12,かっけいぎゅうとう
割鶏牛刀,鶏,19,かっけいぎゅうとう
割鶏牛刀,牛,4,かっけいぎゅうとう
割鶏牛刀,刀,2,かっけいぎゅうとう
活計歓楽,活,9,かっけいかんらく
活計歓楽,計,9,かっけいかんらく
活計歓楽,歓,15,かっけいかんらく
活計歓楽,楽,13,かっけいかんらく
恪勤精励,恪,9,かっきんせいれい
恪勤精励,勤,12,かっきんせいれい
恪勤精励,精,14,かっきんせいれい
恪勤精励,励,7,かっきんせいれい
渇驥奔泉,渇,11,かっきほんせん
渇驥奔泉,驥,26,かっきほんせん
渇驥奔泉,奔,8,かっきほんせん
渇驥奔泉,泉,9,かっきほんせん
軻親断機,軻,12,かしんだんき
軻親断機,親,16,かしんだんき
軻親断機,断,11,かしんだんき
軻親断機,機,16,かしんだんき
雅人深致,雅,13,がじんしんち
雅人深致,人,2,がじんしんち
雅人深致,深,11,がじんしんち
雅人深致,致,10,がじんしんち
禾黍油油,禾,5,かしょゆうゆう
禾黍油油,黍,12,かしょゆうゆう
禾黍油油,油,8,かしょゆうゆう
禾黍油油,油,8,かしょゆうゆう
家書万金,家,10,かしょばんきん
家書万金,書,10,かしょばんきん
家書万金,万,3,かしょばんきん
家書万金,金,8,かしょばんきん
華胥之夢,華,10,かしょのゆめ
華胥之夢,胥,9,かしょのゆめ
華胥之夢,之,3,かしょのゆめ
華胥之夢,夢,13,かしょのゆめ
家常茶飯,家,10,かじょうさはん
家常茶飯,常,11,かじょうさはん
家常茶飯,茶,9,かじょうさはん
家常茶飯,飯,12,かじょうさはん
和氏之璧,和,8,かしのへき
和氏之璧,氏,4,かしのへき
和氏之璧,之,3,かしのへき
和氏之璧,璧,18,かしのへき
歌功頌徳,歌,14,かこうしょうとく
歌功頌徳,功,5,かこうしょうとく
歌功頌徳,頌,13,かこうしょうとく
歌功頌徳,徳,14,かこうしょうとく
夏侯拾芥,夏,10,かこうしゅうかい
夏侯拾芥,侯,9,かこうしゅうかい
夏侯拾芥,拾,9,かこうしゅうかい
夏侯拾芥,芥,7,かこうしゅうかい
家鶏野雉,家,10,かけいやち
家鶏野雉,鶏,19,かけいやち
家鶏野雉,野,11,かけいやち
家鶏野雉,雉,13,かけいやち
鶴翼之囲,鶴,21,かくよくのかこみ
鶴翼之囲,翼,17,かくよくのかこみ
鶴翼之囲,之,3,かくよくのかこみ
鶴翼之囲,囲,7,かくよくのかこみ
鶴鳴之士,鶴,21,かくめいのし
鶴鳴之士,鳴,14,かくめいのし
鶴鳴之士,之,3,かくめいのし
鶴鳴之士,士,3,かくめいのし
廓然大悟,廓,14,かくねんたいご
廓然大悟,然,12,かくねんたいご
廓然大悟,大,3,かくねんたいご
廓然大悟,悟,10,かくねんたいご
格致日新,格,10,かくちにっしん
格致日新,致,10,かくちにっしん
格致日新,日,4,かくちにっしん
格致日新,新,13,かくちにっしん
革故鼎新,革,9,かくこていしん
革故鼎新,故,9,かくこていしん
革故鼎新,鼎,13,かくこていしん
革故鼎新,新,13,かくこていしん
赫赫明明,赫,14,かくかくめいめい
赫赫明明,赫,14,かくかくめいめい
赫赫明明,明,8,かくかくめいめい
赫赫明明,明,8,かくかくめいめい
諤諤之臣,諤,16,がくがくのしん
諤諤之臣,諤,16,がくがくのしん
諤諤之臣,之,3,がくがくのしん
諤諤之臣,臣,7,がくがくのしん
河魚腹疾,河,8,かぎょのふくしつ
河魚腹疾,魚,11,かぎょのふくしつ
河魚腹疾,腹,13,かぎょのふくしつ
河魚腹疾,疾,10,かぎょのふくしつ
蝸牛角上,蝸,15,かぎゅうかくじょう
蝸牛角上,牛,4,かぎゅうかくじょう
蝸牛角上,角,7,かぎゅうかくじょう
蝸牛角上,上,3,かぎゅうかくじょう
夏癸殷辛,夏,10,かきいんしん
夏癸殷辛,癸,9,かきいんしん
夏癸殷辛,殷,10,かきいんしん
夏癸殷辛,辛,7,かきいんしん
河漢之言,河,8,かかんのげん
河漢之言,漢,13,かかんのげん
河漢之言,之,3,かかんのげん
河漢之言,言,7,かかんのげん
下学之功,下,3,かがくのこう
下学之功,学,8,かがくのこう
下学之功,之,3,かがくのこう
下学之功,功,5,かがくのこう
花街柳巷,花,7,かがいりゅうこう
花街柳巷,街,12,かがいりゅうこう
花街柳巷,柳,9,かがいりゅうこう
花街柳巷,巷,9,かがいりゅうこう
餓狼之口,餓,15,がろうのくち
餓狼之口,狼,10,がろうのくち
餓狼之口,之,3,がろうのくち
餓狼之口,口,3,がろうのくち
苛政猛虎,苛,8,かせいもうこ
苛政猛虎,政,9,かせいもうこ
苛政猛虎,猛,11,かせいもうこ
苛政猛虎,虎,8,かせいもうこ
画虎類狗,画,8,がこるいく
画虎類狗,虎,8,がこるいく
画虎類狗,類,18,がこるいく
画虎類狗,狗,8,がこるいく
檻猿籠鳥,檻,19,かんえんろうちょう
檻猿籠鳥,猿,13,かんえんろうちょう
檻猿籠鳥,籠,22,かんえんろうちょう
檻猿籠鳥,鳥,11,かんえんろうちょう
頑迷固陋,頑,13,がんめいころう
頑迷固陋,迷,9,がんめいころう
頑迷固陋,固,8,がんめいころう
頑迷固陋,陋,9,がんめいころう
柯会之盟,柯,9,かかいのめい
柯会之盟,会,6,かかいのめい
柯会之盟,之,3,かかいのめい
柯会之盟,盟,13,かかいのめい
魁塁之士,魁,14,かいるいのし
魁塁之士,塁,12,かいるいのし
魁塁之士,之,3,かいるいのし
魁塁之士,士,3,かいるいのし
誨盗誨淫,誨,14,かいとうかいいん
誨盗誨淫,盗,11,かいとうかいいん
誨盗誨淫,誨,14,かいとうかいいん
誨盗誨淫,淫,11,かいとうかいいん
廻天之力,廻,9,かいてんのちから
廻天之力,天,4,かいてんのちから
廻天之力,之,3,かいてんのちから
廻天之力,力,2,かいてんのちから
蓋天蓋地,蓋,13,がいてんがいち
蓋天蓋地,天,4,がいてんがいち
蓋天蓋地,蓋,13,がいてんがいち
蓋天蓋地,地,6,がいてんがいち
喙長三尺,喙,12,かいちょうさんじゃく
喙長三尺,長,8,かいちょうさんじゃく
喙長三尺,三,3,かいちょうさんじゃく
喙長三尺,尺,4,かいちょうさんじゃく
