,yoji,kanji,parts,yomi
0,悪漢無頼,悪,11,あっかんぶらい
1,悪漢無頼,漢,13,あっかんぶらい
2,悪漢無頼,無,12,あっかんぶらい
3,悪漢無頼,頼,16,あっかんぶらい
4,悪声狼藉,悪,11,あくせいろうぜき
5,悪声狼藉,声,7,あくせいろうぜき
6,悪声狼藉,狼,10,あくせいろうぜき
7,悪声狼藉,藉,17,あくせいろうぜき
8,暗箭傷人,暗,13,あんせんしょうじん
9,暗箭傷人,箭,15,あんせんしょうじん
10,暗箭傷人,傷,13,あんせんしょうじん
11,暗箭傷人,人,2,あんせんしょうじん
12,按図索驥,按,9,あんずさくき
13,按図索驥,図,7,あんずさくき
14,按図索驥,索,10,あんずさくき
15,按図索驥,驥,26,あんずさくき
16,晏子高節,晏,10,あんしのこうせつ
17,晏子高節,子,3,あんしのこうせつ
18,晏子高節,高,10,あんしのこうせつ
19,晏子高節,節,13,あんしのこうせつ
20,暗香疎影,暗,13,あんこうそえい
21,暗香疎影,香,9,あんこうそえい
22,暗香疎影,疎,12,あんこうそえい
23,暗香疎影,影,15,あんこうそえい
24,按甲休兵,按,9,あんこうきゅうへい
25,按甲休兵,甲,5,あんこうきゅうへい
26,按甲休兵,休,6,あんこうきゅうへい
27,按甲休兵,兵,7,あんこうきゅうへい
28,安居危思,安,6,あんきょきし
29,安居危思,居,8,あんきょきし
30,安居危思,危,6,あんきょきし
31,安居危思,思,9,あんきょきし
32,晏嬰狐裘,晏,10,あんえい（の）こきゅう
33,晏嬰狐裘,嬰,17,あんえい（の）こきゅう
34,晏嬰狐裘,狐,9,あんえい（の）こきゅう
35,晏嬰狐裘,裘,13,あんえい（の）こきゅう
36,阿轆轆地,阿,8,あろくろくじ
37,阿轆轆地,轆,18,あろくろくじ
38,阿轆轆地,轆,18,あろくろくじ
39,阿轆轆地,地,6,あろくろくじ
40,阿諛傾奪,阿,8,あゆけいだつ
41,阿諛傾奪,諛,15,あゆけいだつ
42,阿諛傾奪,傾,13,あゆけいだつ
43,阿諛傾奪,奪,14,あゆけいだつ
44,阿爺下頷,阿,8,あやあがん
45,阿爺下頷,爺,13,あやあがん
46,阿爺下頷,下,3,あやあがん
47,阿爺下頷,頷,16,あやあがん
48,遏悪揚善,遏,13,あつあくようぜん
49,遏悪揚善,悪,11,あつあくようぜん
50,遏悪揚善,揚,12,あつあくようぜん
51,遏悪揚善,善,12,あつあくようぜん
52,可惜身命,可,5,あたらしんみょう
53,可惜身命,惜,11,あたらしんみょう
54,可惜身命,身,7,あたらしんみょう
55,可惜身命,命,8,あたらしんみょう
56,浅瀬仇波,浅,9,あさせあだなみ
57,浅瀬仇波,瀬,19,あさせあだなみ
58,浅瀬仇波,仇,4,あさせあだなみ
59,浅瀬仇波,波,8,あさせあだなみ
60,哀鳴啾啾,哀,9,あいめいしゅうしゅう
61,哀鳴啾啾,鳴,14,あいめいしゅうしゅう
62,哀鳴啾啾,啾,12,あいめいしゅうしゅう
63,哀鳴啾啾,啾,12,あいめいしゅうしゅう
64,哀糸豪竹,哀,9,あいしごうちく
65,哀糸豪竹,糸,6,あいしごうちく
66,哀糸豪竹,豪,14,あいしごうちく
67,哀糸豪竹,竹,6,あいしごうちく
68,哀鴻遍野,哀,9,あいこうへんや
69,哀鴻遍野,鴻,17,あいこうへんや
70,哀鴻遍野,遍,12,あいこうへんや
71,哀鴻遍野,野,11,あいこうへんや
72,阿諛便佞,阿,8,あゆべんねい
73,阿諛便佞,諛,15,あゆべんねい
74,阿諛便佞,便,9,あゆべんねい
75,阿諛便佞,佞,7,あゆべんねい
76,暗雲低迷,暗,13,あんうんていめい
77,暗雲低迷,雲,12,あんうんていめい
78,暗雲低迷,低,7,あんうんていめい
79,暗雲低迷,迷,9,あんうんていめい
80,安居楽業,安,6,あんきょらくぎょう
81,安居楽業,居,8,あんきょらくぎょう
82,安居楽業,楽,13,あんきょらくぎょう
83,安居楽業,業,13,あんきょらくぎょう
84,安歩当車,安,6,あんぽとうしゃ
85,安歩当車,歩,8,あんぽとうしゃ
86,安歩当車,当,6,あんぽとうしゃ
87,安歩当車,車,7,あんぽとうしゃ
88,安如泰山,安,6,あんにょたいざん
89,安如泰山,如,6,あんにょたいざん
90,安如泰山,泰,10,あんにょたいざん
91,安如泰山,山,3,あんにょたいざん
92,暗渡陳倉,暗,13,あんとちんそう
93,暗渡陳倉,渡,12,あんとちんそう
94,暗渡陳倉,陳,11,あんとちんそう
95,暗渡陳倉,倉,10,あんとちんそう
96,安常処順,安,6,あんじょうしょじゅん
97,安常処順,常,11,あんじょうしょじゅん
98,安常処順,処,5,あんじょうしょじゅん
99,安常処順,順,12,あんじょうしょじゅん
100,暗黒沈静,暗,13,あんこくちんせい
101,暗黒沈静,黒,11,あんこくちんせい
102,暗黒沈静,沈,7,あんこくちんせい
103,暗黒沈静,静,14,あんこくちんせい
104,暗香浮動,暗,13,あんこうふどう
105,暗香浮動,香,9,あんこうふどう
106,暗香浮動,浮,10,あんこうふどう
107,暗香浮動,動,11,あんこうふどう
108,鴉巣生鳳,鴉,15,あそうせいほう
109,鴉巣生鳳,巣,11,あそうせいほう
110,鴉巣生鳳,生,5,あそうせいほう
111,鴉巣生鳳,鳳,14,あそうせいほう
112,愛楊葉児,愛,13,あいようように
113,愛楊葉児,楊,13,あいようように
114,愛楊葉児,葉,12,あいようように
115,愛楊葉児,児,7,あいようように
116,安土重遷,安,6,あんどじゅうせん
117,安土重遷,土,3,あんどじゅうせん
118,安土重遷,重,9,あんどじゅうせん
119,安土重遷,遷,15,あんどじゅうせん
120,安分守己,安,6,あんぶんしゅき
121,安分守己,分,4,あんぶんしゅき
122,安分守己,守,6,あんぶんしゅき
123,安分守己,己,3,あんぶんしゅき
124,暗香蓊葧,暗,13,あんこうおうぼつ
125,暗香蓊葧,香,9,あんこうおうぼつ
126,暗香蓊葧,蓊,13,あんこうおうぼつ
127,暗香蓊葧,葧,12,あんこうおうぼつ
128,安閑恬静,安,6,あんかんてんせい
129,安閑恬静,閑,12,あんかんてんせい
130,安閑恬静,恬,9,あんかんてんせい
131,安閑恬静,静,14,あんかんてんせい
132,阿衡之佐,阿,8,あこうのさ
133,阿衡之佐,衡,16,あこうのさ
134,阿衡之佐,之,3,あこうのさ
135,阿衡之佐,佐,7,あこうのさ
136,愛屋及烏,愛,13,あいおくきゅうう
137,愛屋及烏,屋,9,あいおくきゅうう
138,愛屋及烏,及,3,あいおくきゅうう
139,愛屋及烏,烏,10,あいおくきゅうう
140,愛及屋烏,愛,13,あいきゅうおくう
141,愛及屋烏,及,3,あいきゅうおくう
142,愛及屋烏,屋,9,あいきゅうおくう
143,愛及屋烏,烏,10,あいきゅうおくう
144,哀毀骨立,哀,9,あいきこつりつ
145,哀毀骨立,毀,13,あいきこつりつ
146,哀毀骨立,骨,10,あいきこつりつ
147,哀毀骨立,立,5,あいきこつりつ
148,安楽浄土,安,6,あんらくじょうど
149,安楽浄土,楽,13,あんらくじょうど
150,安楽浄土,浄,9,あんらくじょうど
151,安楽浄土,土,3,あんらくじょうど
152,哀矜懲創,哀,9,あいきょうちょうそう
153,哀矜懲創,矜,9,あいきょうちょうそう
154,哀矜懲創,懲,18,あいきょうちょうそう
155,哀矜懲創,創,12,あいきょうちょうそう
156,愛月撤灯,愛,13,あいげつてっとう
157,愛月撤灯,月,4,あいげつてっとう
158,愛月撤灯,撤,15,あいげつてっとう
159,愛月撤灯,灯,6,あいげつてっとう
160,按図索駿,按,9,あんずさくしゅん
161,按図索駿,図,7,あんずさくしゅん
162,按図索駿,索,10,あんずさくしゅん
163,按図索駿,駿,17,あんずさくしゅん
164,按部就班,按,9,あんぶしゅうはん
165,按部就班,部,11,あんぶしゅうはん
166,按部就班,就,12,あんぶしゅうはん
167,按部就班,班,10,あんぶしゅうはん
168,悪婦破家,悪,11,あくふはか
169,悪婦破家,婦,11,あくふはか
170,悪婦破家,破,10,あくふはか
171,悪婦破家,家,10,あくふはか
172,安心立命,安,6,あんしんりつめい
173,安心立命,心,4,あんしんりつめい
174,安心立命,立,5,あんしんりつめい
175,安心立命,命,8,あんしんりつめい
176,相碁井目,相,9,あいごせいもく
177,相碁井目,碁,13,あいごせいもく
178,相碁井目,井,4,あいごせいもく
179,相碁井目,目,5,あいごせいもく
180,愛執染着,愛,13,あいしゅうぜんちゃく
181,愛執染着,執,11,あいしゅうぜんちゃく
182,愛執染着,染,9,あいしゅうぜんちゃく
183,愛執染着,着,12,あいしゅうぜんちゃく
184,阿諛追従,阿,8,あゆついしょう
185,阿諛追従,諛,15,あゆついしょう
186,阿諛追従,追,9,あゆついしょう
187,阿諛追従,従,10,あゆついしょう
188,阿諛迎合,阿,8,あゆげいごう
189,阿諛迎合,諛,15,あゆげいごう
190,阿諛迎合,迎,7,あゆげいごう
191,阿諛迎合,合,6,あゆげいごう
192,蛙鳴蝉噪,蛙,12,あめいせんそう
193,蛙鳴蝉噪,鳴,14,あめいせんそう
194,蛙鳴蝉噪,蝉,15,あめいせんそう
195,蛙鳴蝉噪,噪,16,あめいせんそう
196,阿附迎合,阿,8,あふげいごう
197,阿附迎合,附,8,あふげいごう
198,阿附迎合,迎,7,あふげいごう
199,阿附迎合,合,6,あふげいごう
200,阿鼻地獄,阿,8,あびじごく
201,阿鼻地獄,鼻,14,あびじごく
202,阿鼻地獄,地,6,あびじごく
203,阿鼻地獄,獄,14,あびじごく
204,阿鼻叫喚,阿,8,あびきょうかん
205,阿鼻叫喚,鼻,14,あびきょうかん
206,阿鼻叫喚,叫,6,あびきょうかん
207,阿鼻叫喚,喚,12,あびきょうかん
208,悪鬼羅刹,悪,11,あっきらせつ
209,悪鬼羅刹,鬼,10,あっきらせつ
210,悪鬼羅刹,羅,19,あっきらせつ
211,悪鬼羅刹,刹,8,あっきらせつ
212,按兵不動,按,9,あんぺいふどう
213,按兵不動,兵,7,あんぺいふどう
214,按兵不動,不,4,あんぺいふどう
215,按兵不動,動,11,あんぺいふどう
216,合縁奇縁,合,6,あいえんきえん
217,合縁奇縁,縁,15,あいえんきえん
218,合縁奇縁,奇,8,あいえんきえん
219,合縁奇縁,縁,15,あいえんきえん
220,愛多憎生,愛,13,あいたぞうせい
221,愛多憎生,多,6,あいたぞうせい
222,愛多憎生,憎,14,あいたぞうせい
223,愛多憎生,生,5,あいたぞうせい
224,阿世曲学,阿,8,あせいきょくがく
225,阿世曲学,世,5,あせいきょくがく
226,阿世曲学,曲,6,あせいきょくがく
227,阿世曲学,学,8,あせいきょくがく
228,唖然失笑,唖,10,あぜんしっしょう
229,唖然失笑,然,12,あぜんしっしょう
230,唖然失笑,失,5,あぜんしっしょう
231,唖然失笑,笑,10,あぜんしっしょう
232,鴉雀無声,鴉,15,あじゃくむせい
233,鴉雀無声,雀,11,あじゃくむせい
234,鴉雀無声,無,12,あじゃくむせい
235,鴉雀無声,声,7,あじゃくむせい
236,安寧秩序,安,6,あんねいちつじょ
237,安寧秩序,寧,14,あんねいちつじょ
238,安寧秩序,秩,10,あんねいちつじょ
239,安寧秩序,序,7,あんねいちつじょ
240,安穏無事,安,6,あんのんぶじ
241,安穏無事,穏,16,あんのんぶじ
242,安穏無事,無,12,あんのんぶじ
243,安穏無事,事,8,あんのんぶじ
244,安車蒲輪,安,6,あんしゃほりん
245,安車蒲輪,車,7,あんしゃほりん
246,安車蒲輪,蒲,13,あんしゃほりん
247,安車蒲輪,輪,15,あんしゃほりん
248,晏子之御,晏,10,あんしのぎょ
249,晏子之御,子,3,あんしのぎょ
250,晏子之御,之,3,あんしのぎょ
251,晏子之御,御,12,あんしのぎょ
252,黯然銷魂,黯,21,あんぜんしょうこん
253,黯然銷魂,然,12,あんぜんしょうこん
254,黯然銷魂,銷,15,あんぜんしょうこん
255,黯然銷魂,魂,14,あんぜんしょうこん
256,暗送秋波,暗,13,あんそうしゅうは
257,暗送秋波,送,9,あんそうしゅうは
258,暗送秋波,秋,9,あんそうしゅうは
259,暗送秋波,波,8,あんそうしゅうは
260,阿修羅道,阿,8,あしゅらどう
261,阿修羅道,修,10,あしゅらどう
262,阿修羅道,羅,19,あしゅらどう
263,阿修羅道,道,12,あしゅらどう
264,悪魔調伏,悪,11,あくまちょうぶく
265,悪魔調伏,魔,21,あくまちょうぶく
266,悪魔調伏,調,15,あくまちょうぶく
267,悪魔調伏,伏,6,あくまちょうぶく
268,安宅正路,安,6,あんたくせいろ
269,安宅正路,宅,6,あんたくせいろ
270,安宅正路,正,5,あんたくせいろ
271,安宅正路,路,13,あんたくせいろ
272,暗澹冥濛,暗,13,あんたんめいもう
273,暗澹冥濛,澹,16,あんたんめいもう
274,暗澹冥濛,冥,10,あんたんめいもう
275,暗澹冥濛,濛,16,あんたんめいもう
276,暗中飛躍,暗,13,あんちゅうひやく
277,暗中飛躍,中,4,あんちゅうひやく
278,暗中飛躍,飛,9,あんちゅうひやく
279,暗中飛躍,躍,21,あんちゅうひやく
280,暗闘反目,暗,13,あんとうはんもく
281,暗闘反目,闘,18,あんとうはんもく
282,暗闘反目,反,4,あんとうはんもく
283,暗闘反目,目,5,あんとうはんもく
284,哀悼痛惜,哀,9,あいとうつうせき
285,哀悼痛惜,悼,11,あいとうつうせき
286,哀悼痛惜,痛,12,あいとうつうせき
287,哀悼痛惜,惜,11,あいとうつうせき
288,愛別離苦,愛,13,あいべつりく
289,愛別離苦,別,7,あいべつりく
290,愛別離苦,離,18,あいべつりく
291,愛別離苦,苦,8,あいべつりく
292,悪木盗泉,悪,11,あくぼくとうせん
293,悪木盗泉,木,4,あくぼくとうせん
294,悪木盗泉,盗,11,あくぼくとうせん
295,悪木盗泉,泉,9,あくぼくとうせん
296,握髪吐哺,握,12,あくはつとほ
297,握髪吐哺,髪,14,あくはつとほ
298,握髪吐哺,吐,6,あくはつとほ
299,握髪吐哺,哺,10,あくはつとほ
300,悪人正機,悪,11,あくにんしょうき
301,悪人正機,人,2,あくにんしょうき
302,悪人正機,正,5,あくにんしょうき
303,悪人正機,機,16,あくにんしょうき
304,悪酔強酒,悪,11,あくすいきょうしゅ
305,悪酔強酒,酔,11,あくすいきょうしゅ
306,悪酔強酒,強,11,あくすいきょうしゅ
307,悪酔強酒,酒,10,あくすいきょうしゅ
308,曖昧模糊,曖,17,あいまいもこ
309,曖昧模糊,昧,9,あいまいもこ
310,曖昧模糊,模,14,あいまいもこ
311,曖昧模糊,糊,15,あいまいもこ
312,阿吽二字,阿,8,あうんにじ
313,阿吽二字,吽,7,あうんにじ
314,阿吽二字,二,2,あうんにじ
315,阿吽二字,字,6,あうんにじ
316,青息吐息,青,8,あおいきといき
317,青息吐息,息,10,あおいきといき
318,青息吐息,吐,6,あおいきといき
319,青息吐息,息,10,あおいきといき
320,悪衣悪食,悪,11,あくいあくしょく
321,悪衣悪食,衣,6,あくいあくしょく
322,悪衣悪食,悪,11,あくいあくしょく
323,悪衣悪食,食,9,あくいあくしょく
324,哀哀父母,哀,9,あいあいふぼ
325,哀哀父母,哀,9,あいあいふぼ
326,哀哀父母,父,4,あいあいふぼ
327,哀哀父母,母,5,あいあいふぼ
328,悪事千里,悪,11,あくじせんり
329,悪事千里,事,8,あくじせんり
330,悪事千里,千,3,あくじせんり
331,悪事千里,里,7,あくじせんり
332,悪逆非道,悪,11,あくぎゃくひどう
333,悪逆非道,逆,9,あくぎゃくひどう
334,悪逆非道,非,8,あくぎゃくひどう
335,悪逆非道,道,12,あくぎゃくひどう
336,悪逆無道,悪,11,あくぎゃくむどう
337,悪逆無道,逆,9,あくぎゃくむどう
338,悪逆無道,無,12,あくぎゃくむどう
339,悪逆無道,道,12,あくぎゃくむどう
340,悪因悪果,悪,11,あくいんあっか
341,悪因悪果,因,6,あくいんあっか
342,悪因悪果,悪,11,あくいんあっか
343,悪因悪果,果,8,あくいんあっか
344,暗中模索,暗,13,あんちゅうもさく
345,暗中模索,中,4,あんちゅうもさく
346,暗中模索,模,14,あんちゅうもさく
347,暗中模索,索,10,あんちゅうもさく
348,悪口雑言,悪,11,あっこうぞうごん
349,悪口雑言,口,3,あっこうぞうごん
350,悪口雑言,雑,14,あっこうぞうごん
351,悪口雑言,言,7,あっこうぞうごん
352,悪戦苦闘,悪,11,あくせんくとう
353,悪戦苦闘,戦,13,あくせんくとう
354,悪戦苦闘,苦,8,あくせんくとう
355,悪戦苦闘,闘,18,あくせんくとう
356,韻鏡十年,韻,19,いんきょうじゅうねん
357,韻鏡十年,鏡,19,いんきょうじゅうねん
358,韻鏡十年,十,2,いんきょうじゅうねん
359,韻鏡十年,年,6,いんきょうじゅうねん
360,陰徳恩賜,陰,11,いんとくおんし
361,陰徳恩賜,徳,14,いんとくおんし
362,陰徳恩賜,恩,10,いんとくおんし
363,陰徳恩賜,賜,15,いんとくおんし
364,引錐刺股,引,4,いんすいしこ
365,引錐刺股,錐,16,いんすいしこ
366,引錐刺股,刺,8,いんすいしこ
367,引錐刺股,股,8,いんすいしこ
368,一往直前,一,1,いちおうちょくぜん
369,一往直前,往,8,いちおうちょくぜん
370,一往直前,直,8,いちおうちょくぜん
371,一往直前,前,9,いちおうちょくぜん
372,以鼠為璞,以,5,いそいはいく
373,以鼠為璞,鼠,13,いそいはいく
374,以鼠為璞,為,9,いそいはいく
375,以鼠為璞,璞,16,いそいはいく
376,因果関係,因,6,いんがかんけい
377,因果関係,果,8,いんがかんけい
378,因果関係,関,14,いんがかんけい
379,因果関係,係,9,いんがかんけい
380,威風堂堂,威,9,いふうどうどう
381,威風堂堂,風,9,いふうどうどう
382,威風堂堂,堂,11,いふうどうどう
383,威風堂堂,堂,11,いふうどうどう
384,一日一善,一,1,いちにちいちぜん
385,一日一善,日,4,いちにちいちぜん
386,一日一善,一,1,いちにちいちぜん
387,一日一善,善,12,いちにちいちぜん
388,一路邁進,一,1,いちろまいしん
389,一路邁進,路,13,いちろまいしん
390,一路邁進,邁,16,いちろまいしん
391,一路邁進,進,11,いちろまいしん
392,允文允武,允,4,いんぶんいんぶ
393,允文允武,文,4,いんぶんいんぶ
394,允文允武,允,4,いんぶんいんぶ
395,允文允武,武,8,いんぶんいんぶ
396,飲鴆止渇,飲,12,いんちんしかつ
397,飲鴆止渇,鴆,15,いんちんしかつ
398,飲鴆止渇,止,4,いんちんしかつ
399,飲鴆止渇,渇,11,いんちんしかつ
400,引縄批根,引,4,いんじょうへいこん
401,引縄批根,縄,15,いんじょうへいこん
402,引縄批根,批,7,いんじょうへいこん
403,引縄批根,根,10,いんじょうへいこん
404,印象批評,印,6,いんしょうひひょう
405,印象批評,象,12,いんしょうひひょう
406,印象批評,批,7,いんしょうひひょう
407,印象批評,評,12,いんしょうひひょう
408,飲至策勲,飲,12,いんしさっくん
409,飲至策勲,至,6,いんしさっくん
410,飲至策勲,策,12,いんしさっくん
411,飲至策勲,勲,15,いんしさっくん
412,異類無礙,異,11,いるいむげ
413,異類無礙,類,18,いるいむげ
414,異類無礙,無,12,いるいむげ
415,異類無礙,礙,19,いるいむげ
416,衣履弊穿,衣,6,いりへいせん
417,衣履弊穿,履,15,いりへいせん
418,衣履弊穿,弊,15,いりへいせん
419,衣履弊穿,穿,9,いりへいせん
420,渭浜漁父,渭,12,いひんのぎょほ
421,渭浜漁父,浜,10,いひんのぎょほ
422,渭浜漁父,漁,14,いひんのぎょほ
423,渭浜漁父,父,4,いひんのぎょほ
424,倚馬七紙,倚,10,いばしちし
425,倚馬七紙,馬,10,いばしちし
426,倚馬七紙,七,2,いばしちし
427,倚馬七紙,紙,10,いばしちし
428,猗頓之富,猗,11,いとんのとみ
429,猗頓之富,頓,13,いとんのとみ
430,猗頓之富,之,3,いとんのとみ
431,猗頓之富,富,12,いとんのとみ
432,意到筆随,意,13,いとうひつずい
433,意到筆随,到,8,いとうひつずい
434,意到筆随,筆,12,いとうひつずい
435,意到筆随,随,12,いとうひつずい
436,乙夜之覧,乙,1,いつやのらん
437,乙夜之覧,夜,8,いつやのらん
438,乙夜之覧,之,3,いつやのらん
439,乙夜之覧,覧,17,いつやのらん
440,鷸蚌之争,鷸,23,いつぼうのあらそい
441,鷸蚌之争,蚌,10,いつぼうのあらそい
442,鷸蚌之争,之,3,いつぼうのあらそい
443,鷸蚌之争,争,6,いつぼうのあらそい
444,一瓢一箪,一,1,いっぴょういったん
445,一瓢一箪,瓢,17,いっぴょういったん
446,一瓢一箪,一,1,いっぴょういったん
447,一瓢一箪,箪,15,いっぴょういったん
448,一筆勾消,一,1,いっぴつこうしょう
449,一筆勾消,筆,12,いっぴつこうしょう
450,一筆勾消,勾,4,いっぴつこうしょう
451,一筆勾消,消,10,いっぴつこうしょう
452,一髪千鈞,一,1,いっぱつせんきん
453,一髪千鈞,髪,14,いっぱつせんきん
454,一髪千鈞,千,3,いっぱつせんきん
455,一髪千鈞,鈞,12,いっぱつせんきん
456,一登竜門,一,1,いっとりゅうもん
457,一登竜門,登,12,いっとりゅうもん
458,一登竜門,竜,10,いっとりゅうもん
459,一登竜門,門,8,いっとりゅうもん
460,一徳一心,一,1,いっとくいっしん
461,一徳一心,徳,14,いっとくいっしん
462,一徳一心,一,1,いっとくいっしん
463,一徳一心,心,4,いっとくいっしん
464,一朝之患,一,1,いっちょうのうれい
465,一朝之患,朝,12,いっちょうのうれい
466,一朝之患,之,3,いっちょうのうれい
467,一朝之患,患,11,いっちょうのうれい
468,一朝之忿,一,1,いっちょうのいかり
469,一朝之忿,朝,12,いっちょうのいかり
470,一朝之忿,之,3,いっちょうのいかり
471,一朝之忿,忿,8,いっちょうのいかり
472,一治一乱,一,1,いっちいちらん
473,一治一乱,治,8,いっちいちらん
474,一治一乱,一,1,いっちいちらん
475,一治一乱,乱,7,いっちいちらん
476,一短一長,一,1,いったんいっちょう
477,一短一長,短,12,いったんいっちょう
478,一短一長,一,1,いったんいっちょう
479,一短一長,長,8,いったんいっちょう
480,一措一画,一,1,いっそいっかく
481,一措一画,措,11,いっそいっかく
482,一措一画,一,1,いっそいっかく
483,一措一画,画,8,いっそいっかく
484,一箭双雕,一,1,いっせんそうちょう
485,一箭双雕,箭,15,いっせんそうちょう
486,一箭双雕,双,4,いっせんそうちょう
487,一箭双雕,雕,16,いっせんそうちょう
488,一銭一厘,一,1,いっせんいちりん
489,一銭一厘,銭,14,いっせんいちりん
490,一銭一厘,一,1,いっせんいちりん
491,一銭一厘,厘,9,いっせんいちりん
492,一世木鐸,一,1,いっせいぼくたく
493,一世木鐸,世,5,いっせいぼくたく
494,一世木鐸,木,4,いっせいぼくたく
495,一世木鐸,鐸,21,いっせいぼくたく
496,一世風靡,一,1,いっせいふうび
497,一世風靡,世,5,いっせいふうび
498,一世風靡,風,9,いっせいふうび
499,一世風靡,靡,19,いっせいふうび
500,一世之雄,一,1,いっせいのゆう
501,一世之雄,世,5,いっせいのゆう
502,一世之雄,之,3,いっせいのゆう
503,一世之雄,雄,12,いっせいのゆう
504,一炊之夢,一,1,いっすいのゆめ
505,一炊之夢,炊,8,いっすいのゆめ
506,一炊之夢,之,3,いっすいのゆめ
507,一炊之夢,夢,13,いっすいのゆめ
508,一水盈盈,一,1,いっすいえいえい
509,一水盈盈,水,4,いっすいえいえい
510,一水盈盈,盈,9,いっすいえいえい
511,一水盈盈,盈,9,いっすいえいえい
512,一心発起,一,1,いっしんほっき
513,一心発起,心,4,いっしんほっき
514,一心発起,発,9,いっしんほっき
515,一心発起,起,10,いっしんほっき
516,一心一徳,一,1,いっしんいっとく
517,一心一徳,心,4,いっしんいっとく
518,一心一徳,一,1,いっしんいっとく
519,一心一徳,徳,14,いっしんいっとく
520,一将万骨,一,1,いっしょうばんこつ
521,一将万骨,将,10,いっしょうばんこつ
522,一将万骨,万,3,いっしょうばんこつ
523,一将万骨,骨,10,いっしょうばんこつ
524,一笑千金,一,1,いっしょうせんきん
525,一笑千金,笑,10,いっしょうせんきん
526,一笑千金,千,3,いっしょうせんきん
527,一笑千金,金,8,いっしょうせんきん
528,一種一瓶,一,1,いっしゅいっぺい
529,一種一瓶,種,14,いっしゅいっぺい
530,一種一瓶,一,1,いっしゅいっぺい
531,一種一瓶,瓶,11,いっしゅいっぺい
532,一紙半銭,一,1,いっしはんせん
533,一紙半銭,紙,10,いっしはんせん
534,一紙半銭,半,5,いっしはんせん
535,一紙半銭,銭,14,いっしはんせん
536,一士諤諤,一,1,いっしがくがく
537,一士諤諤,士,3,いっしがくがく
538,一士諤諤,諤,16,いっしがくがく
539,一士諤諤,諤,16,いっしがくがく
540,一糸一毫,一,1,いっしいちごう
541,一糸一毫,糸,6,いっしいちごう
542,一糸一毫,一,1,いっしいちごう
543,一糸一毫,毫,11,いっしいちごう
544,一切有情,一,1,いっさいうじょう
545,一切有情,切,4,いっさいうじょう
546,一切有情,有,6,いっさいうじょう
547,一切有情,情,11,いっさいうじょう
548,一狐之腋,一,1,いっこのえき
549,一狐之腋,狐,9,いっこのえき
550,一狐之腋,之,3,いっこのえき
551,一狐之腋,腋,12,いっこのえき
552,一壺千金,一,1,いっこせんきん
553,一壺千金,壺,12,いっこせんきん
554,一壺千金,千,3,いっこせんきん
555,一壺千金,金,8,いっこせんきん
556,一顧傾城,一,1,いっこけいせい
557,一顧傾城,顧,21,いっこけいせい
558,一顧傾城,傾,13,いっこけいせい
559,一顧傾城,城,9,いっこけいせい
560,一闔一闢,一,1,いっこういちびゃく
561,一闔一闢,闔,18,いっこういちびゃく
562,一闔一闢,一,1,いっこういちびゃく
563,一闔一闢,闢,21,いっこういちびゃく
564,一蹶不振,一,1,いっけつふしん
565,一蹶不振,蹶,19,いっけつふしん
566,一蹶不振,不,4,いっけつふしん
567,一蹶不振,振,10,いっけつふしん
568,一薫一蕕,一,1,いっくんいちゆう
569,一薫一蕕,薫,16,いっくんいちゆう
570,一薫一蕕,一,1,いっくんいちゆう
571,一薫一蕕,蕕,15,いっくんいちゆう
572,一琴一鶴,一,1,いっきんいっかく
573,一琴一鶴,琴,12,いっきんいっかく
574,一琴一鶴,一,1,いっきんいっかく
575,一琴一鶴,鶴,21,いっきんいっかく
576,一虚一実,一,1,いっきょいちじつ
577,一虚一実,虚,11,いっきょいちじつ
578,一虚一実,一,1,いっきょいちじつ
579,一虚一実,実,8,いっきょいちじつ
580,一丘之貉,一,1,いっきゅうのかく
581,一丘之貉,丘,5,いっきゅうのかく
582,一丘之貉,之,3,いっきゅうのかく
583,一丘之貉,貉,13,いっきゅうのかく
584,一裘一葛,一,1,いっきゅういっかつ
585,一裘一葛,裘,13,いっきゅういっかつ
586,一裘一葛,一,1,いっきゅういっかつ
587,一裘一葛,葛,12,いっきゅういっかつ
588,一丘一壑,一,1,いっきゅういちがく
589,一丘一壑,丘,5,いっきゅういちがく
590,一丘一壑,一,1,いっきゅういちがく
591,一丘一壑,壑,17,いっきゅういちがく
592,一簣之功,一,1,いっきのこう
593,一簣之功,簣,18,いっきのこう
594,一簣之功,之,3,いっきのこう
595,一簣之功,功,5,いっきのこう
596,一割之利,一,1,いっかつのり
597,一割之利,割,12,いっかつのり
598,一割之利,之,3,いっかつのり
599,一割之利,利,7,いっかつのり
600,一縷千鈞,一,1,いちるせんきん
601,一縷千鈞,縷,17,いちるせんきん
602,一縷千鈞,千,3,いちるせんきん
603,一縷千鈞,鈞,12,いちるせんきん
604,一了百了,一,1,いちりょうひゃくりょう
605,一了百了,了,2,いちりょうひゃくりょう
606,一了百了,百,6,いちりょうひゃくりょう
607,一了百了,了,2,いちりょうひゃくりょう
608,一竜一猪,一,1,いちりょういっちょ
609,一竜一猪,竜,10,いちりょういっちょ
610,一竜一猪,一,1,いちりょういっちょ
611,一竜一猪,猪,11,いちりょういっちょ
612,一遊一予,一,1,いちゆういちよ
613,一遊一予,遊,12,いちゆういちよ
614,一遊一予,一,1,いちゆういちよ
615,一遊一予,予,4,いちゆういちよ
