,yoji,kanji,parts,yomi
13415,爬羅剔抉,抉,7,はらてきけつ
13416,破釜沈船,破,10,はふちんせん
13417,破釜沈船,釜,10,はふちんせん
13418,破釜沈船,沈,7,はふちんせん
13419,破釜沈船,船,11,はふちんせん
13420,波濤万里,波,8,はとうばんり
13421,波濤万里,濤,17,はとうばんり
13422,波濤万里,万,3,はとうばんり
13423,波濤万里,里,7,はとうばんり
13424,破天荒解,破,10,はてんこうかい
13425,破天荒解,天,4,はてんこうかい
13426,破天荒解,荒,9,はてんこうかい
13427,破天荒解,解,13,はてんこうかい
13428,撥乱反正,撥,15,はつらんはんせい
13429,撥乱反正,乱,7,はつらんはんせい
13430,撥乱反正,反,4,はつらんはんせい
13431,撥乱反正,正,5,はつらんはんせい
13432,抜来報往,抜,7,ばつらいほうおう
13433,抜来報往,来,7,ばつらいほうおう
13434,抜来報往,報,12,ばつらいほうおう
13435,抜来報往,往,8,ばつらいほうおう
13436,発揚蹈厲,発,9,はつようとうれい
13437,発揚蹈厲,揚,12,はつようとうれい
13438,発揚蹈厲,蹈,17,はつようとうれい
13439,発揚蹈厲,厲,14,はつようとうれい
13440,抜本塞源,抜,7,ばっぽんそくげん
13441,抜本塞源,本,5,ばっぽんそくげん
13442,抜本塞源,塞,13,ばっぽんそくげん
13443,抜本塞源,源,13,ばっぽんそくげん
13444,発憤興起,発,9,はっぷんこうき
13445,発憤興起,憤,15,はっぷんこうき
13446,発憤興起,興,16,はっぷんこうき
13447,発憤興起,起,10,はっぷんこうき
13448,発憤忘食,発,9,はっぷんぼうしょく
13449,発憤忘食,憤,15,はっぷんぼうしょく
13450,発憤忘食,忘,7,はっぷんぼうしょく
13451,発憤忘食,食,9,はっぷんぼうしょく
13452,伐氷之家,伐,6,ばっぴょうのいえ
13453,伐氷之家,氷,5,ばっぴょうのいえ
13454,伐氷之家,之,3,ばっぴょうのいえ
13455,伐氷之家,家,10,ばっぴょうのいえ
13456,伐性之斧,伐,6,ばっせいのおの
13457,伐性之斧,性,8,ばっせいのおの
13458,伐性之斧,之,3,ばっせいのおの
13459,伐性之斧,斧,8,ばっせいのおの
13460,発人深省,発,9,はつじんしんせい
13461,発人深省,人,2,はつじんしんせい
13462,発人深省,深,11,はつじんしんせい
13463,発人深省,省,9,はつじんしんせい
13464,発縦指示,発,9,はっしょうしじ
13465,発縦指示,縦,16,はっしょうしじ
13466,発縦指示,指,9,はっしょうしじ
13467,発縦指示,示,5,はっしょうしじ
13468,八索九丘,八,2,はっさくきゅうきゅう
13469,八索九丘,索,10,はっさくきゅうきゅう
13470,八索九丘,九,2,はっさくきゅうきゅう
13471,八索九丘,丘,5,はっさくきゅうきゅう
13472,跋扈跳梁,跋,12,ばっこちょうりょう
13473,跋扈跳梁,扈,11,ばっこちょうりょう
13474,跋扈跳梁,跳,13,ばっこちょうりょう
13475,跋扈跳梁,梁,11,ばっこちょうりょう
13476,白黒分明,白,5,はっこくぶんめい
13477,白黒分明,黒,11,はっこくぶんめい
13478,白黒分明,分,4,はっこくぶんめい
13479,白黒分明,明,8,はっこくぶんめい
13480,八紘一宇,八,2,はっこういちう
13481,八紘一宇,紘,10,はっこういちう
13482,八紘一宇,一,1,はっこういちう
13483,八紘一宇,宇,6,はっこういちう
13484,抜苦与楽,抜,7,ばっくよらく
13485,抜苦与楽,苦,8,ばっくよらく
13486,抜苦与楽,与,3,ばっくよらく
13487,抜苦与楽,楽,13,ばっくよらく
13488,白駒空谷,白,5,はっくくうこく
13489,白駒空谷,駒,15,はっくくうこく
13490,白駒空谷,空,8,はっくくうこく
13491,白駒空谷,谷,7,はっくくうこく
13492,撥雲見日,撥,15,はつうんけんじつ
13493,撥雲見日,雲,12,はつうんけんじつ
13494,撥雲見日,見,7,はつうんけんじつ
13495,撥雲見日,日,4,はつうんけんじつ
13496,馬遅枚速,馬,10,ばちばいそく
13497,馬遅枚速,遅,12,ばちばいそく
13498,馬遅枚速,枚,8,ばちばいそく
13499,馬遅枚速,速,10,ばちばいそく
13500,八元八凱,八,2,はちげんはちがい
13501,八元八凱,元,4,はちげんはちがい
13502,八元八凱,八,2,はちげんはちがい
13503,八元八凱,凱,12,はちげんはちがい
13504,破竹之勢,破,10,はちくのいきおい
13505,破竹之勢,竹,6,はちくのいきおい
13506,破竹之勢,之,3,はちくのいきおい
13507,破竹之勢,勢,13,はちくのいきおい
13508,破邪顕正,破,10,はじゃけんしょう
13509,破邪顕正,邪,8,はじゃけんしょう
13510,破邪顕正,顕,18,はじゃけんしょう
13511,破邪顕正,正,5,はじゃけんしょう
13512,馬歯徒増,馬,10,ばしとぞう
13513,馬歯徒増,歯,12,ばしとぞう
13514,馬歯徒増,徒,10,ばしとぞう
13515,馬歯徒増,増,14,ばしとぞう
13516,馬氏五常,馬,10,ばしごじょう
13517,馬氏五常,氏,4,ばしごじょう
13518,馬氏五常,五,4,ばしごじょう
13519,馬氏五常,常,11,ばしごじょう
13520,白竜白雲,白,5,はくりょうはくうん
13521,白竜白雲,竜,10,はくりょうはくうん
13522,白竜白雲,白,5,はくりょうはくうん
13523,白竜白雲,雲,12,はくりょうはくうん
13524,薄利多売,薄,16,はくりたばい
13525,薄利多売,利,7,はくりたばい
13526,薄利多売,多,6,はくりたばい
13527,薄利多売,売,7,はくりたばい
13528,伯楽一顧,伯,7,はくらくのいっこ
13529,伯楽一顧,楽,13,はくらくのいっこ
13530,伯楽一顧,一,1,はくらくのいっこ
13531,伯楽一顧,顧,21,はくらくのいっこ
13532,伯兪泣杖,伯,7,はくゆきゅうじょう
13533,伯兪泣杖,兪,9,はくゆきゅうじょう
13534,伯兪泣杖,泣,8,はくゆきゅうじょう
13535,伯兪泣杖,杖,7,はくゆきゅうじょう
13536,白面書生,白,5,はくめんのしょせい
13537,白面書生,面,9,はくめんのしょせい
13538,白面書生,書,10,はくめんのしょせい
13539,白面書生,生,5,はくめんのしょせい
13540,薄暮冥冥,薄,16,はくぼめいめい
13541,薄暮冥冥,暮,14,はくぼめいめい
13542,薄暮冥冥,冥,10,はくぼめいめい
13543,薄暮冥冥,冥,10,はくぼめいめい
13544,白璧微瑕,白,5,はくへきのびか
13545,白璧微瑕,璧,18,はくへきのびか
13546,白璧微瑕,微,13,はくへきのびか
13547,白璧微瑕,瑕,13,はくへきのびか
13548,白璧断獄,白,5,はくへきだんごく
13549,白璧断獄,璧,18,はくへきだんごく
13550,白璧断獄,断,11,はくへきだんごく
13551,白璧断獄,獄,14,はくへきだんごく
13552,博文約礼,博,12,はくぶんやくれい
13553,博文約礼,文,4,はくぶんやくれい
13554,博文約礼,約,9,はくぶんやくれい
13555,博文約礼,礼,5,はくぶんやくれい
13556,博聞彊識,博,12,はくぶんきょうしき
13557,博聞彊識,聞,14,はくぶんきょうしき
13558,博聞彊識,彊,16,はくぶんきょうしき
13559,博聞彊識,識,19,はくぶんきょうしき
13560,薄物細故,薄,16,はくぶつさいこ
13561,薄物細故,物,8,はくぶつさいこ
13562,薄物細故,細,11,はくぶつさいこ
13563,薄物細故,故,9,はくぶつさいこ
13564,白眉最良,白,5,はくびさいりょう
13565,白眉最良,眉,9,はくびさいりょう
13566,白眉最良,最,12,はくびさいりょう
13567,白眉最良,良,7,はくびさいりょう
13568,白板天子,白,5,はくはんのてんし
13569,白板天子,板,8,はくはんのてんし
13570,白板天子,天,4,はくはんのてんし
13571,白板天子,子,3,はくはんのてんし
13572,白馬非馬,白,5,はくばひば
13573,白馬非馬,馬,10,はくばひば
13574,白馬非馬,非,8,はくばひば
13575,白馬非馬,馬,10,はくばひば
13576,白髪青袗,白,5,はくはつせいしん
13577,白髪青袗,髪,14,はくはつせいしん
13578,白髪青袗,青,8,はくはつせいしん
13579,白髪青袗,袗,10,はくはつせいしん
13580,漠漠濛濛,漠,13,ばくばくもうもう
13581,漠漠濛濛,漠,13,ばくばくもうもう
13582,漠漠濛濛,濛,16,ばくばくもうもう
13583,漠漠濛濛,濛,16,ばくばくもうもう
13584,白荼赤火,白,5,はくとせきか
13585,白荼赤火,荼,10,はくとせきか
13586,白荼赤火,赤,7,はくとせきか
13587,白荼赤火,火,4,はくとせきか
13588,白兎赤烏,白,5,はくとせきう
13589,白兎赤烏,兎,7,はくとせきう
13590,白兎赤烏,赤,7,はくとせきう
13591,白兎赤烏,烏,10,はくとせきう
13592,幕天席地,幕,13,ばくてんせきち
13593,幕天席地,天,4,ばくてんせきち
13594,幕天席地,席,10,ばくてんせきち
13595,幕天席地,地,6,ばくてんせきち
13596,伯仲之間,伯,7,はくちゅうのかん
13597,伯仲之間,仲,6,はくちゅうのかん
13598,伯仲之間,之,3,はくちゅうのかん
13599,伯仲之間,間,12,はくちゅうのかん
13600,伯仲叔季,伯,7,はくちゅうしゅくき
13601,伯仲叔季,仲,6,はくちゅうしゅくき
13602,伯仲叔季,叔,8,はくちゅうしゅくき
13603,伯仲叔季,季,8,はくちゅうしゅくき
13604,百代過客,百,6,はくたいのかかく
13605,百代過客,代,5,はくたいのかかく
13606,百代過客,過,12,はくたいのかかく
13607,百代過客,客,9,はくたいのかかく
13608,麦穂両岐,麦,7,ばくすいりょうき
13609,麦穂両岐,穂,15,ばくすいりょうき
13610,麦穂両岐,両,6,ばくすいりょうき
13611,麦穂両岐,岐,7,ばくすいりょうき
13612,白水真人,白,5,はくすいしんじん
13613,白水真人,水,4,はくすいしんじん
13614,白水真人,真,10,はくすいしんじん
13615,白水真人,人,2,はくすいしんじん
13616,白首窮経,白,5,はくしゅきゅうけい
13617,白首窮経,首,9,はくしゅきゅうけい
13618,白首窮経,窮,15,はくしゅきゅうけい
13619,白首窮経,経,11,はくしゅきゅうけい
13620,麦秀之歌,麦,7,ばくしゅうのうた
13621,麦秀之歌,秀,7,ばくしゅうのうた
13622,麦秀之歌,之,3,ばくしゅうのうた
13623,麦秀之歌,歌,14,ばくしゅうのうた
13624,麦秀黍離,麦,7,ばくしゅうしょり
13625,麦秀黍離,秀,7,ばくしゅうしょり
13626,麦秀黍離,黍,12,ばくしゅうしょり
13627,麦秀黍離,離,18,ばくしゅうしょり
13628,白日青天,白,5,はくじつせいてん
13629,白日青天,日,4,はくじつせいてん
13630,白日青天,青,8,はくじつせいてん
13631,白日青天,天,4,はくじつせいてん
13632,博施済衆,博,12,はくしさいしゅう
13633,博施済衆,施,9,はくしさいしゅう
13634,博施済衆,済,11,はくしさいしゅう
13635,博施済衆,衆,12,はくしさいしゅう
13636,博識洽聞,博,12,はくしきこうぶん
13637,博識洽聞,識,19,はくしきこうぶん
13638,博識洽聞,洽,9,はくしきこうぶん
13639,博識洽聞,聞,14,はくしきこうぶん
13640,白虹貫日,白,5,はくこうかんじつ
13641,白虹貫日,虹,9,はくこうかんじつ
13642,白虹貫日,貫,11,はくこうかんじつ
13643,白虹貫日,日,4,はくこうかんじつ
13644,白玉楼中,白,5,はくぎょくろうちゅう
13645,白玉楼中,玉,5,はくぎょくろうちゅう
13646,白玉楼中,楼,13,はくぎょくろうちゅう
13647,白玉楼中,中,4,はくぎょくろうちゅう
13648,白玉微瑕,白,5,はくぎょくのびか
13649,白玉微瑕,玉,5,はくぎょくのびか
13650,白玉微瑕,微,13,はくぎょくのびか
13651,白玉微瑕,瑕,13,はくぎょくのびか
13652,璞玉渾金,璞,16,はくぎょくこんきん
13653,璞玉渾金,玉,5,はくぎょくこんきん
13654,璞玉渾金,渾,12,はくぎょくこんきん
13655,璞玉渾金,金,8,はくぎょくこんきん
13656,莫逆之交,莫,10,ばくぎゃくのまじわり
13657,莫逆之交,逆,9,ばくぎゃくのまじわり
13658,莫逆之交,之,3,ばくぎゃくのまじわり
13659,莫逆之交,交,6,ばくぎゃくのまじわり
13660,白眼青眼,白,5,はくがんせいがん
13661,白眼青眼,眼,11,はくがんせいがん
13662,白眼青眼,青,8,はくがんせいがん
13663,白眼青眼,眼,11,はくがんせいがん
13664,伯牙絶弦,伯,7,はくがぜつげん
13665,伯牙絶弦,牙,4,はくがぜつげん
13666,伯牙絶弦,絶,12,はくがぜつげん
13667,伯牙絶弦,弦,8,はくがぜつげん
13668,博学篤志,博,12,はくがくとくし
13669,博学篤志,学,8,はくがくとくし
13670,博学篤志,篤,16,はくがくとくし
13671,博学篤志,志,7,はくがくとくし
13672,博学審問,博,12, はくがくしんもん
13673,博学審問,学,8, はくがくしんもん
13674,博学審問,審,15, はくがくしんもん
13675,博学審問,問,11, はくがくしんもん
13676,白屋之士,白,5,はくおくのし
13677,白屋之士,屋,9,はくおくのし
13678,白屋之士,之,3,はくおくのし
13679,白屋之士,士,3,はくおくのし
13680,白雲孤飛,白,5,はくうんこひ
13681,白雲孤飛,雲,12,はくうんこひ
13682,白雲孤飛,孤,9,はくうんこひ
13683,白雲孤飛,飛,9,はくうんこひ
13684,白衣三公,白,5,はくいさんこう
13685,白衣三公,衣,6,はくいさんこう
13686,白衣三公,三,3,はくいさんこう
13687,白衣三公,公,4,はくいさんこう
13688,白衣宰相,白,5,はくいのさいしょう
13689,白衣宰相,衣,6,はくいのさいしょう
13690,白衣宰相,宰,10,はくいのさいしょう
13691,白衣宰相,相,9,はくいのさいしょう
13692,白衣蒼狗,白,5,はくいそうく
13693,白衣蒼狗,衣,6,はくいそうく
13694,白衣蒼狗,蒼,13,はくいそうく
13695,白衣蒼狗,狗,8,はくいそうく
13696,伯夷叔斉,伯,7,はくいしゅくせい
13697,伯夷叔斉,夷,6,はくいしゅくせい
13698,伯夷叔斉,叔,8,はくいしゅくせい
13699,伯夷叔斉,斉,8,はくいしゅくせい
13700,灞橋驢上,灞,24,はきょうろじょう
13701,灞橋驢上,橋,16,はきょうろじょう
13702,灞橋驢上,驢,26,はきょうろじょう
13703,灞橋驢上,上,3,はきょうろじょう
13704,破鏡重円,破,10,はきょうじゅうえん
13705,破鏡重円,鏡,19,はきょうじゅうえん
13706,破鏡重円,重,9,はきょうじゅうえん
13707,破鏡重円,円,4,はきょうじゅうえん
13708,波及効果,波,8,はきゅうこうか
13709,波及効果,及,3,はきゅうこうか
13710,波及効果,効,8,はきゅうこうか
13711,波及効果,果,8,はきゅうこうか
13712,波詭雲譎,波,8,はきうんけつ
13713,波詭雲譎,詭,13,はきうんけつ
13714,波詭雲譎,雲,12,はきうんけつ
13715,波詭雲譎,譎,19,はきうんけつ
13716,馬鹿果報,馬,10,ばかかほう
13717,馬鹿果報,鹿,11,ばかかほう
13718,馬鹿果報,果,8,ばかかほう
13719,馬鹿果報,報,12,ばかかほう
13720,馬鹿慇懃,馬,10,ばかいんぎん
13721,馬鹿慇懃,鹿,11,ばかいんぎん
13722,馬鹿慇懃,慇,14,ばかいんぎん
13723,馬鹿慇懃,懃,17,ばかいんぎん
13724,破戒無慙,破,10,はかいむざん
13725,破戒無慙,戒,7,はかいむざん
13726,破戒無慙,無,12,はかいむざん
13727,破戒無慙,慙,15,はかいむざん
13728,覇王之輔,覇,19,はおうのほ
13729,覇王之輔,王,4,はおうのほ
13730,覇王之輔,之,3,はおうのほ
13731,覇王之輔,輔,14,はおうのほ
13732,敗柳残花,敗,11,はいりゅうざんか
13733,敗柳残花,柳,9,はいりゅうざんか
13734,敗柳残花,残,10,はいりゅうざんか
13735,敗柳残花,花,7,はいりゅうざんか
13736,廃仏毀釈,廃,12,はいぶつきしゃく
13737,廃仏毀釈,仏,4,はいぶつきしゃく
13738,廃仏毀釈,毀,13,はいぶつきしゃく
13739,廃仏毀釈,釈,11,はいぶつきしゃく
13740,悖徳没倫,悖,10,はいとくぼつりん
13741,悖徳没倫,徳,14,はいとくぼつりん
13742,悖徳没倫,没,7,はいとくぼつりん
13743,悖徳没倫,倫,10,はいとくぼつりん
13744,買櫝還珠,買,12,ばいとくかんしゅ
13745,買櫝還珠,櫝,19,ばいとくかんしゅ
13746,買櫝還珠,還,16,ばいとくかんしゅ
13747,買櫝還珠,珠,10,ばいとくかんしゅ
13748,杯中蛇影,杯,8,はいちゅうのだえい
13749,杯中蛇影,中,4,はいちゅうのだえい
13750,杯中蛇影,蛇,11,はいちゅうのだえい
13751,杯中蛇影,影,15,はいちゅうのだえい
13752,背水之陣,背,9,はいすいのじん
13753,背水之陣,水,4,はいすいのじん
13754,背水之陣,之,3,はいすいのじん
13755,背水之陣,陣,10,はいすいのじん
13756,杯水車薪,杯,8,はいすいしゃしん
13757,杯水車薪,水,4,はいすいしゃしん
13758,杯水車薪,車,7,はいすいしゃしん
13759,杯水車薪,薪,16,はいすいしゃしん
13760,廃寝忘食,廃,12,はいしんぼうしょく
13761,廃寝忘食,寝,13,はいしんぼうしょく
13762,廃寝忘食,忘,7,はいしんぼうしょく
13763,廃寝忘食,食,9,はいしんぼうしょく
13764,背信棄義,背,9,はいしんきぎ
13765,背信棄義,信,9,はいしんきぎ
13766,背信棄義,棄,13,はいしんきぎ
13767,背信棄義,義,13,はいしんきぎ
13768,悖入悖出,悖,10,はいにゅうはいしゅつ
13769,悖入悖出,入,2,はいにゅうはいしゅつ
13770,悖入悖出,悖,10,はいにゅうはいしゅつ
13771,悖入悖出,出,5,はいにゅうはいしゅつ
13772,杯酒解怨,杯,8,はいしゅかいえん
13773,杯酒解怨,酒,10,はいしゅかいえん
13774,杯酒解怨,解,13,はいしゅかいえん
13775,杯酒解怨,怨,9,はいしゅかいえん
13776,倍日幷行,倍,10,ばいじつへいこう
13777,倍日幷行,日,4,ばいじつへいこう
13778,倍日幷行,幷,8,ばいじつへいこう
13779,倍日幷行,行,6,ばいじつへいこう
13780,吠日之怪,吠,7,はいじつのあやしみ
13781,吠日之怪,日,4,はいじつのあやしみ
13782,吠日之怪,之,3,はいじつのあやしみ
13783,吠日之怪,怪,8,はいじつのあやしみ
13784,買妻恥醮,買,12,ばいさいちしょう
13785,買妻恥醮,妻,8,ばいさいちしょう
13786,買妻恥醮,恥,10,ばいさいちしょう
13787,買妻恥醮,醮,19,ばいさいちしょう
13788,梅妻鶴子,梅,10,ばいさいかくし
13789,梅妻鶴子,妻,8,ばいさいかくし
13790,梅妻鶴子,鶴,21,ばいさいかくし
13791,梅妻鶴子,子,3,ばいさいかくし
13792,杯賢杓聖,杯,8,はいけんしゃくせい
13793,杯賢杓聖,賢,16,はいけんしゃくせい
13794,杯賢杓聖,杓,7,はいけんしゃくせい
13795,杯賢杓聖,聖,13,はいけんしゃくせい
13796,敗軍之将,敗,11,はいぐんのしょう
13797,敗軍之将,軍,9,はいぐんのしょう
13798,敗軍之将,之,3,はいぐんのしょう
13799,敗軍之将,将,10,はいぐんのしょう
13800,稗官野史,稗,13,はいかんやし
13801,稗官野史,官,8,はいかんやし
13802,稗官野史,野,11,はいかんやし
13803,稗官野史,史,5,はいかんやし
13804,吠影吠声,吠,7,はいえいはいせい
13805,吠影吠声,影,15,はいえいはいせい
13806,吠影吠声,吠,7,はいえいはいせい
13807,吠影吠声,声,7,はいえいはいせい
13808,佩韋佩弦,佩,8,はいいはいげん
13809,佩韋佩弦,韋,10,はいいはいげん
13810,佩韋佩弦,佩,8,はいいはいげん
13811,佩韋佩弦,弦,8,はいいはいげん
13812,悖出悖入,悖,10,はいしゅつはいにゅう
13813,悖出悖入,出,5,はいしゅつはいにゅう
13814,悖出悖入,悖,10,はいしゅつはいにゅう
13815,悖出悖入,入,2,はいしゅつはいにゅう
13816,万里一空,万,3,ばんりいっくう
13817,万里一空,里,7,ばんりいっくう
13818,万里一空,一,1,ばんりいっくう
13819,万里一空,空,8,ばんりいっくう
13820,跛鼈千里,跛,12,はべつ（も）せんり
13821,跛鼈千里,鼈,25,はべつ（も）せんり
13822,跛鼈千里,千,3,はべつ（も）せんり
13823,跛鼈千里,里,7,はべつ（も）せんり
13824,白日昇天,白,5,はくじつしょうてん
13825,白日昇天,日,4,はくじつしょうてん
13826,白日昇天,昇,8,はくじつしょうてん
13827,白日昇天,天,4,はくじつしょうてん
13828,白竜魚服,白,5,はくりょうぎょふく
13829,白竜魚服,竜,10,はくりょうぎょふく
13830,白竜魚服,魚,11,はくりょうぎょふく
13831,白竜魚服,服,8,はくりょうぎょふく
13832,攀竜附鳳,攀,19,はんりょうふほう
13833,攀竜附鳳,竜,10,はんりょうふほう
13834,攀竜附鳳,附,8,はんりょうふほう
13835,攀竜附鳳,鳳,14,はんりょうふほう
13836,万馬奔騰,万,3,ばんばほんとう
13837,万馬奔騰,馬,10,ばんばほんとう
13838,万馬奔騰,奔,8,ばんばほんとう
13839,万馬奔騰,騰,20,ばんばほんとう
13840,馬牛襟裾,馬,10,ばぎゅうきんきょ
13841,馬牛襟裾,牛,4,ばぎゅうきんきょ
13842,馬牛襟裾,襟,18,ばぎゅうきんきょ
13843,馬牛襟裾,裾,13,ばぎゅうきんきょ
13844,売剣買牛,売,7,ばいけんばいぎゅう
13845,売剣買牛,剣,10,ばいけんばいぎゅう
13846,売剣買牛,買,12,ばいけんばいぎゅう
13847,売剣買牛,牛,4,ばいけんばいぎゅう
13848,杯盤狼藉,杯,8,はいばんろうぜき
13849,杯盤狼藉,盤,15,はいばんろうぜき
13850,杯盤狼藉,狼,10,はいばんろうぜき
13851,杯盤狼藉,藉,17,はいばんろうぜき
13852,博聞強記,博,12,はくぶんきょうき
13853,博聞強記,聞,14,はくぶんきょうき
13854,博聞強記,強,11,はくぶんきょうき
13855,博聞強記,記,10,はくぶんきょうき
13856,万緑一紅,万,3,ばんりょくいっこう
13857,万緑一紅,緑,14,ばんりょくいっこう
13858,万緑一紅,一,1,ばんりょくいっこう
13859,万緑一紅,紅,9,ばんりょくいっこう
13860,反面教師,反,4,はんめんきょうし
13861,反面教師,面,9,はんめんきょうし
13862,反面教師,教,11,はんめんきょうし
13863,反面教師,師,10,はんめんきょうし
13864,万夫不当,万,3,ばんぷふとう
13865,万夫不当,夫,4,ばんぷふとう
13866,万夫不当,不,4,ばんぷふとう
13867,万夫不当,当,6,ばんぷふとう
13868,半農半漁,半,5,はんのうはんぎょ
13869,半農半漁,農,13,はんのうはんぎょ
13870,半農半漁,半,5,はんのうはんぎょ
13871,半農半漁,漁,14,はんのうはんぎょ
13872,半醒半睡,半,5,はんせいはんすい
13873,半醒半睡,醒,16,はんせいはんすい
13874,半醒半睡,半,5,はんせいはんすい
13875,半醒半睡,睡,13,はんせいはんすい
13876,伴食宰相,伴,7,ばんしょくさいしょう
13877,伴食宰相,食,9,ばんしょくさいしょう
13878,伴食宰相,宰,10,ばんしょくさいしょう
13879,伴食宰相,相,9,ばんしょくさいしょう
13880,万死一生,万,3,ばんしいっせい
13881,万死一生,死,6,ばんしいっせい
13882,万死一生,一,1,ばんしいっせい
13883,万死一生,生,5,ばんしいっせい
13884,盤根錯節,盤,15,ばんこんさくせつ
13885,盤根錯節,根,10,ばんこんさくせつ
13886,盤根錯節,錯,16,ばんこんさくせつ
13887,盤根錯節,節,13,ばんこんさくせつ
13888,万国共通,万,3,ばんこくきょうつう
13889,万国共通,国,8,ばんこくきょうつう
13890,万国共通,共,6,ばんこくきょうつう
13891,万国共通,通,10,ばんこくきょうつう
13892,半官半民,半,5,はんかんはんみん
13893,半官半民,官,8,はんかんはんみん
13894,半官半民,半,5,はんかんはんみん
13895,半官半民,民,5,はんかんはんみん
13896,罵詈雑言,罵,15,ばりぞうごん
13897,罵詈雑言,詈,12,ばりぞうごん
13898,罵詈雑言,雑,14,ばりぞうごん
13899,罵詈雑言,言,7,ばりぞうごん
13900,跋山渉水,跋,12,ばつざんしょうすい
13901,跋山渉水,山,3,ばつざんしょうすい
13902,跋山渉水,渉,11,ばつざんしょうすい
13903,跋山渉水,水,4,ばつざんしょうすい
13904,抜山蓋世,抜,7,ばつざんがいせい
13905,抜山蓋世,山,3,ばつざんがいせい
13906,抜山蓋世,蓋,13,ばつざんがいせい
13907,抜山蓋世,世,5,ばつざんがいせい
13908,八面六臂,八,2,はちめんろっぴ
13909,八面六臂,面,9,はちめんろっぴ
13910,八面六臂,六,4,はちめんろっぴ
13911,八面六臂,臂,17,はちめんろっぴ
13912,八面玲瓏,八,2,はちめんれいろう
13913,八面玲瓏,面,9,はちめんれいろう
13914,八面玲瓏,玲,9,はちめんれいろう
13915,八面玲瓏,瓏,20,はちめんれいろう
13916,破綻百出,破,10,はたんひゃくしゅつ
13917,破綻百出,綻,14,はたんひゃくしゅつ
13918,破綻百出,百,6,はたんひゃくしゅつ
13919,破綻百出,出,5,はたんひゃくしゅつ
13920,拍手喝采,拍,8,はくしゅかっさい
13921,拍手喝采,手,4,はくしゅかっさい
13922,拍手喝采,喝,11,はくしゅかっさい
13923,拍手喝采,采,8,はくしゅかっさい
13924,白紙撤回,白,5,はくしてっかい
13925,白紙撤回,紙,10,はくしてっかい
13926,白紙撤回,撤,15,はくしてっかい
13927,白紙撤回,回,6,はくしてっかい
13928,薄志弱行,薄,16,はくしじゃっこう
13929,薄志弱行,志,7,はくしじゃっこう
13930,薄志弱行,弱,10,はくしじゃっこう
13931,薄志弱行,行,6,はくしじゃっこう
13932,白紙委任,白,5,はくしいにん
13933,白紙委任,紙,10,はくしいにん
13934,白紙委任,委,8,はくしいにん
13935,白紙委任,任,6,はくしいにん
13936,白砂青松,白,5,はくしゃせいしょう
13937,白砂青松,砂,9,はくしゃせいしょう
13938,白砂青松,青,8,はくしゃせいしょう
13939,白砂青松,松,8,はくしゃせいしょう
13940,博学多才,博,12,はくがくたさい
13941,博学多才,学,8,はくがくたさい
13942,博学多才,多,6,はくがくたさい
13943,博学多才,才,3,はくがくたさい
13944,博引旁証,博,12,はくいんぼうしょう
13945,博引旁証,引,4,はくいんぼうしょう
13946,博引旁証,旁,10,はくいんぼうしょう
13947,博引旁証,証,12,はくいんぼうしょう
13948,馬鹿丁寧,馬,10,ばかていねい
13949,馬鹿丁寧,鹿,11,ばかていねい
13950,馬鹿丁寧,丁,2,ばかていねい
13951,馬鹿丁寧,寧,14,ばかていねい
13952,馬鹿正直,馬,10,ばかしょうじき
13953,馬鹿正直,鹿,11,ばかしょうじき
13954,馬鹿正直,正,5,ばかしょうじき
13955,馬鹿正直,直,8,ばかしょうじき
13956,博覧強記,博,12,はくらんきょうき
13957,博覧強記,覧,17,はくらんきょうき
13958,博覧強記,強,11,はくらんきょうき
13959,博覧強記,記,10,はくらんきょうき
13960,破顔一笑,破,10,はがんいっしょう
13961,破顔一笑,顔,18,はがんいっしょう
13962,破顔一笑,一,1,はがんいっしょう
13963,破顔一笑,笑,10,はがんいっしょう
13964,半信半疑,半,5,はんしんはんぎ
13965,半信半疑,信,9,はんしんはんぎ
13966,半信半疑,半,5,はんしんはんぎ
13967,半信半疑,疑,14,はんしんはんぎ
13968,波乱万丈,波,8,波瀾万丈）【はらんばんじょう
13969,波乱万丈,乱,7,波瀾万丈）【はらんばんじょう
13970,波乱万丈,万,3,波瀾万丈）【はらんばんじょう
13971,波乱万丈,丈,3,波瀾万丈）【はらんばんじょう
13972,八方美人,八,2,はっぽうびじん
13973,八方美人,方,4,はっぽうびじん
13974,八方美人,美,9,はっぽうびじん
13975,八方美人,人,2,はっぽうびじん
13976,馬耳東風,馬,10,ばじとうふう
13977,馬耳東風,耳,6,ばじとうふう
13978,馬耳東風,東,8,ばじとうふう
13979,馬耳東風,風,9,ばじとうふう
13980,百発百中,百,6,ひゃっぱつひゃくちゅう
13981,百発百中,発,9,ひゃっぱつひゃくちゅう
13982,百発百中,百,6,ひゃっぱつひゃくちゅう
13983,百発百中,中,4,ひゃっぱつひゃくちゅう
13984,牝牡驪黄,牝,6,ひんぼりこう
13985,牝牡驪黄,牡,7,ひんぼりこう
13986,牝牡驪黄,驪,29,ひんぼりこう
13987,牝牡驪黄,黄,11,ひんぼりこう
13988,貧富貴賤,貧,11,ひんぷきせん
13989,貧富貴賤,富,12,ひんぷきせん
13990,貧富貴賤,貴,12,ひんぷきせん
13991,貧富貴賤,賤,15,ひんぷきせん
